ID,campaign,wp_md,wp_pd,plot,date,rounded_time,height_m,dbh_2023_cm,diameter_m,crown_area_m2,crown_volume_m3,wind_problems,time,vpd16m,vpd42m,size_class
Control_322,Feb-24,-0.796666667,-0.116666667,Control,22/02/2024,22/02/2024 12:00,26.70399976,26.41972055,0.24575698,50.00932,235.1934178,FALSE,22/02/2024 12:00,1.262228107,1.459456968,Subcanopy
TFE_200,May-24,-0.782333333,-0.342333333,TFE,27/05/2024,27/05/2024 12:00,31.02350044,34.37746771,0.338738517,51.39170094,209.499124,TRUE,27/05/2024 12:00,0.877905958,0.436707843,Emergent
Control_259,Jul-23,-0.781666667,-0.0489,Control,15/07/2023,15/07/2023 12:00,36.93024898,77.34930234,0.759390633,221.3850336,796.3049753,FALSE,15/07/2023 12:00,0.942511757,1.139869218,Emergent
TFE_207,Oct-23,-0.778333333,-0.45,TFE,11/10/2023,11/10/2023 14:00,31.322752,47.2690181,0.439832479,61.84123857,451.3141157,TRUE,11/10/2023 14:00,1.630475065,1.728064197,Emergent
TFE_119,Jul-23,-0.776666667,-0.353333333,TFE,13/07/2023,13/07/2023 12:00,32.32624817,63.98028712,0.521288574,52.18206523,327.2041547,FALSE,13/07/2023 12:00,0.737803488,1.005650185,Emergent
TFE_270,Jul-23,-0.776666667,-0.040666667,TFE,14/07/2023,14/07/2023 13:00,36.84549904,70.98310462,0.700049825,201.1289333,965.5815296,FALSE,14/07/2023 13:00,0.913994645,1.304349123,Emergent
Control_218,May-24,-0.771333333,-0.483666667,Control,27/05/2024,27/05/2024 12:00,31.59500074,29.44366447,0.28632666,41.73885453,200.467685,FALSE,27/05/2024 12:00,0.877905958,0.436707843,Subcanopy
TFE_119,May-24,-0.769333333,-0.19,TFE,27/05/2024,27/05/2024 13:00,32.32624817,63.98028712,0.521288574,52.18206523,327.2041547,FALSE,27/05/2024 13:00,1.063343721,0.735961157,Emergent
Control_249,Feb-24,-0.761,-0.126666667,Control,22/02/2024,22/02/2024 12:00,16.45674896,12.41408556,0.131373469,24.37456735,56.14485808,FALSE,22/02/2024 12:00,1.262228107,1.459456968,Subcanopy
TFE_270,Feb-24,-0.76,-0.126666667,TFE,22/02/2024,22/02/2024 12:00,36.84549904,70.98310462,0.700049825,201.1289333,965.5815296,FALSE,22/02/2024 12:00,1.262228107,1.459456968,Emergent
Control_218,Feb-24,-0.756666667,-0.083333333,Control,21/02/2024,21/02/2024 12:00,31.59500074,29.44366447,0.28632666,41.73885453,200.467685,FALSE,21/02/2024 12:00,0.576732119,0.237413651,Subcanopy
